batch_no,question_code,option_code,option_label,option_content,is_correct,sort_no
20260513-batch-real-001,Q-SYSTEM-0056,B,B,无人机任务设备管理与控制,0,20
20260513-batch-real-001,Q-SYSTEM-0056,C,C,信息收集与传递,0,30
20260513-batch-real-001,Q-SYSTEM-0057,A,A,传感器,0,10
20260513-batch-real-001,Q-SYSTEM-0057,B,B,电台,1,20
20260513-batch-real-001,Q-SYSTEM-0057,C,C,执行机构,0,30
20260513-batch-real-001,Q-SYSTEM-0058,A,A,飞控计算机,0,10
20260513-batch-real-001,Q-SYSTEM-0058,B,B,飞控子系统,1,20
20260513-batch-real-001,Q-SYSTEM-0058,C,C,导航子系统,0,30
20260513-batch-real-001,Q-SYSTEM-0059,A,A,无人机姿态稳定与控制，无人机飞行管理，应急控制,1,10
20260513-batch-real-001,Q-SYSTEM-0059,B,B,无人机飞行管理，与导航子系统协调完成航迹控制，信息收集与传递,0,20
20260513-batch-real-001,Q-SYSTEM-0059,C,C,无人机起飞与着陆控制，无人机飞行管理，信息收集与传递,0,30
20260513-batch-real-001,Q-SYSTEM-0060,A,A,姿态稳定与控制,0,10
20260513-batch-real-001,Q-SYSTEM-0060,B,B,导航与制导控制,0,20
20260513-batch-real-001,Q-SYSTEM-0060,C,C,任务分配与航迹规划,1,30
20260513-batch-real-001,Q-SYSTEM-0061,A,A,无人机姿态稳定与控制,1,10
20260513-batch-real-001,Q-SYSTEM-0061,B,B,导航控制,0,20
20260513-batch-real-001,Q-SYSTEM-0061,C,C,任务信息收集与传递,0,30
20260513-batch-real-001,Q-SYSTEM-0062,A,A,传感器,1,10
20260513-batch-real-001,Q-SYSTEM-0062,B,B,发动机,0,20
20260513-batch-real-001,Q-SYSTEM-0062,C,C,重心,0,30
20260513-batch-real-001,Q-SYSTEM-0063,A,A,经/纬度,1,10
20260513-batch-real-001,Q-SYSTEM-0063,B,B,姿态角,0,20
20260513-batch-real-001,Q-SYSTEM-0063,C,C,空速,0,30
20260513-batch-real-001,Q-SYSTEM-0064,A,A,数据中继,1,10
20260513-batch-real-001,Q-SYSTEM-0064,B,B,姿态稳定与控制,0,20
20260513-batch-real-001,Q-SYSTEM-0064,C,C,自主飞行控制,0,30
20260513-batch-real-001,Q-SYSTEM-0065,A,A,1 个角速率陀螺,0,10
20260513-batch-real-001,Q-SYSTEM-0065,B,B,3 个角速率陀螺,1,20
20260513-batch-real-001,Q-SYSTEM-0065,C,C,6 个角速率陀螺,0,30
20260513-batch-real-001,Q-SYSTEM-0066,A,A,贴合,0,10
20260513-batch-real-001,Q-SYSTEM-0066,B,B,靠近,0,20
20260513-batch-real-001,Q-SYSTEM-0066,C,C,远离,1,30
20260513-batch-real-001,Q-SYSTEM-0067,A,A,气压高度计,1,10
20260513-batch-real-001,Q-SYSTEM-0067,B,B,GPS,0,20
20260513-batch-real-001,Q-SYSTEM-0067,C,C,超声波高度计,0,30
20260513-batch-real-001,Q-SYSTEM-0068,A,A,电嘴挂油积炭,1,10
20260513-batch-real-001,Q-SYSTEM-0068,B,B,滑油消耗量过大,0,20
20260513-batch-real-001,Q-SYSTEM-0068,C,C,汽缸头温度过高,0,30
20260513-batch-real-001,Q-SYSTEM-0069,A,A,2T 机油,1,10
20260513-batch-real-001,Q-SYSTEM-0069,B,B,4T 机油,0,20
20260513-batch-real-001,Q-SYSTEM-0069,C,C,汽车机油,0,30
20260513-batch-real-001,Q-SYSTEM-0070,A,A,涡喷发动机,0,10
20260513-batch-real-001,Q-SYSTEM-0070,B,B,涡扇发动机,0,20
20260513-batch-real-001,Q-SYSTEM-0070,C,C,电动机,1,30
20260513-batch-real-001,Q-SYSTEM-0071,A,A,提高功率,1,10
20260513-batch-real-001,Q-SYSTEM-0071,B,B,减少废气量,0,20
20260513-batch-real-001,Q-SYSTEM-0071,C,C,增加转速,0,30
20260513-batch-real-001,Q-SYSTEM-0072,A,A,伺服执行机构,1,10
20260513-batch-real-001,Q-SYSTEM-0072,B,B,操纵杆,0,20
20260513-batch-real-001,Q-SYSTEM-0072,C,C,脚蹬,0,30
20260513-batch-real-001,Q-SYSTEM-0073,A,A,飞机自重,0,10
20260513-batch-real-001,Q-SYSTEM-0073,B,B,飞机载重能力,1,20
20260513-batch-real-001,Q-SYSTEM-0073,C,C,飞机最大起飞能力,0,30
20260513-batch-real-001,Q-SYSTEM-0074,A,A,气动焦点,0,10
20260513-batch-real-001,Q-SYSTEM-0074,B,B,发动机,0,20
20260513-batch-real-001,Q-SYSTEM-0074,C,C,重心,1,30
20260513-batch-real-001,Q-SYSTEM-0075,A,A,试凑法,0,10
20260513-batch-real-001,Q-SYSTEM-0075,B,B,查表法,1,20
20260513-batch-real-001,Q-SYSTEM-0075,C,C,约取法,0,30
20260513-batch-real-001,Q-SYSTEM-0076,A,A,计算法,0,10
20260513-batch-real-001,Q-SYSTEM-0076,B,B,坐标法,1,20
20260513-batch-real-001,Q-SYSTEM-0076,C,C,查表法,0,30
20260513-batch-real-001,Q-SYSTEM-0077,A,A,机载电台,1,10
20260513-batch-real-001,Q-SYSTEM-0077,B,B,无人机控制站,0,20
20260513-batch-real-001,Q-SYSTEM-0077,C,C,载荷控制站,0,30
20260513-batch-real-001,Q-SYSTEM-0078,A,A,无人机飞行员状态,0,10
20260513-batch-real-001,Q-SYSTEM-0078,B,B,飞机状态及链路．载荷状态,1,20
20260513-batch-real-001,Q-SYSTEM-0078,C,C,飞行空域信息,0,30
20260513-batch-real-001,Q-SYSTEM-0079,A,A,飞行姿态,0,10
20260513-batch-real-001,Q-SYSTEM-0079,B,B,位置,1,20
20260513-batch-real-001,Q-SYSTEM-0079,C,C,飞控状态,0,30
20260513-batch-real-001,Q-SYSTEM-0080,A,A,空中交通管制（ATC）,1,10
20260513-batch-real-001,Q-SYSTEM-0080,B,B,视频通信,0,20
20260513-batch-real-001,Q-SYSTEM-0080,C,C,通信中继,0,30
20260513-batch-real-001,Q-SYSTEM-0081,A,A,C.,1,10
20260513-batch-real-001,Q-SYSTEM-0081,B,B,VHF,0,20
20260513-batch-real-001,Q-SYSTEM-0081,C,C,任意,0,30
20260513-batch-real-001,Q-SYSTEM-0082,A,A,单旋翼,0,10
20260513-batch-real-001,Q-SYSTEM-0082,B,B,多旋翼,0,20
20260513-batch-real-001,Q-SYSTEM-0082,C,C,固定翼,1,30
20260513-batch-real-001,Q-SYSTEM-0083,A,A,力,0,10
20260513-batch-real-001,Q-SYSTEM-0083,B,B,力矩,0,20
20260513-batch-real-001,Q-SYSTEM-0083,C,C,扭矩,1,30
20260513-batch-real-001,Q-SYSTEM-0084,A,A,数据链路分系统,0,10
20260513-batch-real-001,Q-SYSTEM-0084,B,B,无人机地面站系统,1,20
20260513-batch-real-001,Q-SYSTEM-0084,C,C,飞控与导航系统,0,30
20260513-batch-real-001,Q-SYSTEM-0085,A,A,指挥处理中心,1,10
20260513-batch-real-001,Q-SYSTEM-0085,B,B,无人机控制站,0,20
20260513-batch-real-001,Q-SYSTEM-0085,C,C,载荷控制站,0,30
20260513-batch-real-001,Q-SYSTEM-0086,A,A,指挥处理中心,0,10
20260513-batch-real-001,Q-SYSTEM-0086,B,B,无人机控制站,1,20
20260513-batch-real-001,Q-SYSTEM-0086,C,C,载荷控制站,0,30
20260513-batch-real-001,Q-SYSTEM-0087,A,A,指挥处理中心,0,10
20260513-batch-real-001,Q-SYSTEM-0087,B,B,无人机控制站,0,20
20260513-batch-real-001,Q-SYSTEM-0087,C,C,载荷控制站,1,30
20260513-batch-real-001,Q-SYSTEM-0088,A,A,飞行与导航信息、数据链状态信息、设备状态信息、指令信息,1,10
20260513-batch-real-001,Q-SYSTEM-0088,B,B,导航信息显示、航迹绘制显示以及地理信息的显示,0,20
20260513-batch-real-001,Q-SYSTEM-0088,C,C,告警信息、地图航迹显示信息,0,30
20260513-batch-real-001,Q-SYSTEM-0089,A,A,发送代码,1,10
20260513-batch-real-001,Q-SYSTEM-0089,B,B,发送状态,0,20
20260513-batch-real-001,Q-SYSTEM-0089,C,C,接收状态,0,30
20260513-batch-real-001,Q-SYSTEM-0090,A,A,遥感方式,0,10
20260513-batch-real-001,Q-SYSTEM-0090,B,B,遥测方式,0,20
20260513-batch-real-001,Q-SYSTEM-0090,C,C,遥控方式,1,30
20260513-batch-real-001,Q-SYSTEM-0091,A,A,陀螺控制,0,10
20260513-batch-real-001,Q-SYSTEM-0091,B,B,指令控制,1,20
20260513-batch-real-001,Q-SYSTEM-0091,C,C,载荷控制,0,30
20260513-batch-real-001,Q-SYSTEM-0092,A,A,姿态遥控,1,10
20260513-batch-real-001,Q-SYSTEM-0092,B,B,舵面遥控,0,20
20260513-batch-real-001,Q-SYSTEM-0092,C,C,自主控制,0,30
20260513-batch-real-001,Q-SYSTEM-0093,A,A,姿态遥控和舵面遥控,1,10
20260513-batch-real-001,Q-SYSTEM-0093,B,B,自主控制,0,20
20260513-batch-real-001,Q-SYSTEM-0093,C,C,人工修正,0,30
20260513-batch-real-001,Q-SYSTEM-0094,A,A,场地标注,0,10
20260513-batch-real-001,Q-SYSTEM-0094,B,B,警示标注,0,20
20260513-batch-real-001,Q-SYSTEM-0094,C,C,地形标注,1,30
20260513-batch-real-001,Q-SYSTEM-0095,A,A,导航,0,10
20260513-batch-real-001,Q-SYSTEM-0095,B,B,任务规划,1,20
20260513-batch-real-001,Q-SYSTEM-0095,C,C,飞行视角显示,0,30
20260513-batch-real-001,Q-SYSTEM-0096,A,A,位置、速度、飞行姿态,1,10
20260513-batch-real-001,Q-SYSTEM-0096,B,B,高度、速度、飞行姿态,0,20
20260513-batch-real-001,Q-SYSTEM-0096,C,C,俯仰、滚转、偏航,0,30
20260513-batch-real-001,Q-SYSTEM-0097,A,A,长时间爬升,1,10
20260513-batch-real-001,Q-SYSTEM-0097,B,B,巡航,0,20
20260513-batch-real-001,Q-SYSTEM-0097,C,C,下降,0,30
20260513-batch-real-001,Q-SYSTEM-0098,A,A,不能在同一直线上,1,10
20260513-batch-real-001,Q-SYSTEM-0098,B,B,不能在同一纬度上,0,20
20260513-batch-real-001,Q-SYSTEM-0098,C,C,不能在同一经度上,0,30
20260513-batch-real-001,Q-SYSTEM-0099,A,A,坐标标注，航向标注，载荷任务标注,0,10
20260513-batch-real-001,Q-SYSTEM-0099,B,B,场地标注，警示标志，任务区域标注,1,20
20260513-batch-real-001,Q-SYSTEM-0099,C,C,航程标注，航时标注，任务类型标注,0,30
20260513-batch-real-001,Q-SYSTEM-0100,A,A,机载电台,1,10
20260513-batch-real-001,Q-SYSTEM-0100,B,B,无人机控制站,0,20
20260513-batch-real-001,Q-SYSTEM-0100,C,C,载荷控制站,0,30
20260513-batch-real-001,Q-SYSTEM-0101,A,A,结构简单,0,10
20260513-batch-real-001,Q-SYSTEM-0101,B,B,成本低廉,0,20
20260513-batch-real-001,Q-SYSTEM-0101,C,C,气动效率高,1,30
20260513-batch-real-001,Q-SYSTEM-0102,A,A,俯视多旋翼飞行器顺时针旋翼,1,10
20260513-batch-real-001,Q-SYSTEM-0102,B,B,俯视多旋翼飞行器逆时针旋翼,0,20
20260513-batch-real-001,Q-SYSTEM-0102,C,C,该螺旋桨为“CW”牌,0,30
20260513-batch-real-001,Q-SYSTEM-0103,A,A,俯视顺时针方向下一个,0,10
20260513-batch-real-001,Q-SYSTEM-0103,B,B,对角,1,20
20260513-batch-real-001,Q-SYSTEM-0103,C,C,俯视逆时针方向下一个,0,30
20260513-batch-real-001,Q-SYSTEM-0104,A,A,从多轴飞行器下方观看，该螺旋桨逆时针旋转,0,10
20260513-batch-real-001,Q-SYSTEM-0104,B,B,从多轴飞行器上方观看，该螺旋桨顺时针旋转,0,20
20260513-batch-real-001,Q-SYSTEM-0104,C,C,从多轴飞行器上方观看，该螺旋桨逆时针旋转,1,30
20260513-batch-real-001,Q-SYSTEM-0105,A,A,正椎体,0,10
20260513-batch-real-001,Q-SYSTEM-0105,B,B,平面,0,20
20260513-batch-real-001,Q-SYSTEM-0105,C,C,倒椎体,1,30
20260513-batch-real-001,Q-SYSTEM-0106,A,A,8 个顺时针旋转螺旋桨,0,10
20260513-batch-real-001,Q-SYSTEM-0106,B,B,2 个顺时针旋转螺旋桨，4 个逆时针旋转螺旋桨,0,20
20260513-batch-real-001,Q-SYSTEM-0106,C,C,4 个顺时针旋转螺旋桨，4 个逆时针旋转螺旋桨,1,30
20260513-batch-real-001,Q-SYSTEM-0107,A,A,后方两轴,0,10
20260513-batch-real-001,Q-SYSTEM-0107,B,B,左侧两轴,1,20
20260513-batch-real-001,Q-SYSTEM-0107,C,C,右侧两轴,0,30
20260513-batch-real-001,Q-SYSTEM-0108,A,A,俯视顺时针旋转,1,10
20260513-batch-real-001,Q-SYSTEM-0108,B,B,俯视逆时针旋转,0,20
20260513-batch-real-001,Q-SYSTEM-0108,C,C,左视逆时针旋转,0,30
20260513-batch-real-001,Q-SYSTEM-0109,A,A,无人直升机主要改变旋翼总距，多旋翼飞行器主要改变旋翼转速,1,10
20260513-batch-real-001,Q-SYSTEM-0109,B,B,无人直升机主要改变旋翼转速，多旋翼飞行器主要改变旋翼总距,0,20
20260513-batch-real-001,Q-SYSTEM-0109,C,C,无人直升机主要改变旋翼转速，多旋翼飞行器主要改变旋翼转速,0,30
20260513-batch-real-001,Q-SYSTEM-0110,A,A,飞行器平台、控制站,0,10
20260513-batch-real-001,Q-SYSTEM-0110,B,B,飞行器平台、控制站、通讯链路,1,20
20260513-batch-real-001,Q-SYSTEM-0110,C,C,飞行器平台、通讯链路,0,30
20260513-batch-real-001,Q-SYSTEM-0111,A,A,温度传感器、大气湿度传感器,1,10
20260513-batch-real-001,Q-SYSTEM-0111,B,B,GPS、气压计,0,20
20260513-batch-real-001,Q-SYSTEM-0111,C,C,无线电高度表、超声波传感器,0,30
20260513-batch-real-001,Q-SYSTEM-0112,A,A,桨径,0,10
20260513-batch-real-001,Q-SYSTEM-0112,B,B,叶片数量,0,20
20260513-batch-real-001,Q-SYSTEM-0112,C,C,螺距,1,30
20260513-batch-real-001,Q-SYSTEM-0113,A,A,地面遥控发射机遥控信号（一般为 90 度布置的两个小鞭状天线）,0,10
20260513-batch-real-001,Q-SYSTEM-0113,B,B,GPS 卫星位置信号（一般为顶端蘑菇头）,0,20
20260513-batch-real-001,Q-SYSTEM-0113,C,C,GPS 天线一般为定向天线，位于机体下方,1,30
20260513-batch-real-001,Q-SYSTEM-0114,A,A,定子线圈的直径 22 毫米，定子线圈的高度 8 毫米，每伏特电压能达到的每分钟转速为 1000 转,1,10
20260513-batch-real-001,Q-SYSTEM-0114,B,B,定子线圈的直径 22 英寸，定子线圈的高度 8 英寸，每伏特电压能达到的每分钟转速为 1000 转,0,20
20260513-batch-real-001,Q-SYSTEM-0114,C,C,定子线圈的直径 22 英寸，定子线圈的高度 8 英寸，每分钟转速为 1000 转,0,30
20260513-batch-real-001,Q-SYSTEM-0115,A,A,排气系统,0,10
20260513-batch-real-001,Q-SYSTEM-0115,B,B,点火系统,0,20
20260513-batch-real-001,Q-SYSTEM-0115,C,C,进气系统,1,30
20260513-batch-real-001,Q-SYSTEM-0116,A,A,八木天线,1,10
20260513-batch-real-001,Q-SYSTEM-0116,B,B,三叶草天线,0,20
20260513-batch-real-001,Q-SYSTEM-0116,C,C,鞭状天线,0,30
20260513-batch-real-001,Q-SYSTEM-0117,A,A,蘑菇头天线,0,10
20260513-batch-real-001,Q-SYSTEM-0117,B,B,全向天线,1,20
20260513-batch-real-001,Q-SYSTEM-0117,C,C,定向天线,0,30
20260513-batch-real-001,Q-SYSTEM-0118,A,A,空速,0,10
20260513-batch-real-001,Q-SYSTEM-0118,B,B,角速率,1,20
20260513-batch-real-001,Q-SYSTEM-0118,C,C,迎角、侧滑角,0,30
20260513-batch-real-001,Q-SYSTEM-0119,A,A,正桨,1,10
20260513-batch-real-001,Q-SYSTEM-0119,B,B,拉桨,0,20
20260513-batch-real-001,Q-SYSTEM-0119,C,C,反桨,0,30
20260513-batch-real-001,Q-SYSTEM-0120,A,A,高色温值,0,10
20260513-batch-real-001,Q-SYSTEM-0120,B,B,低色温值,1,20
20260513-batch-real-001,Q-SYSTEM-0120,C,C,闪光灯模式,0,30
20260513-batch-real-001,Q-SYSTEM-0121,A,A,GPS 手动模式切换,1,10
20260513-batch-real-001,Q-SYSTEM-0121,B,B,云台状态切换,0,20
20260513-batch-real-001,Q-SYSTEM-0121,C,C,航向锁定切换,0,30
20260513-batch-real-001,Q-SYSTEM-0122,A,A,是,0,10
20260513-batch-real-001,Q-SYSTEM-0122,B,B,不是,0,20
20260513-batch-real-001,Q-SYSTEM-0122,C,C,不一定,1,30
20260513-batch-real-001,Q-SYSTEM-0123,A,A,飞行器的速度,1,10
20260513-batch-real-001,Q-SYSTEM-0123,B,B,风速,0,20
20260513-batch-real-001,Q-SYSTEM-0123,C,C,飞行器姿态不稳,0,30
20260513-batch-real-001,Q-SYSTEM-0124,A,A,云台保证无人机在云层上飞行的安全,0,10
20260513-batch-real-001,Q-SYSTEM-0124,B,B,云台是航拍设备的增稳和操纵装置,1,20
20260513-batch-real-001,Q-SYSTEM-0124,C,C,云台的效果和传统舵机一样,0,30
20260513-batch-real-001,Q-SYSTEM-0125,A,A,降低飞行速度，保证正常曝光,1,10
20260513-batch-real-001,Q-SYSTEM-0125,B,B,降低飞行高度，保证正常曝光,0,20
20260513-batch-real-001,Q-SYSTEM-0125,C,C,与白天没有明显区别,0,30
20260513-batch-real-001,Q-SYSTEM-0126,A,A,光圈固定,0,10
20260513-batch-real-001,Q-SYSTEM-0126,B,B,快门固定,0,20
20260513-batch-real-001,Q-SYSTEM-0126,C,C,ISO 固定,1,30
20260513-batch-real-001,Q-SYSTEM-0127,A,A,在温差较大的环境中拍摄要注意镜头的结雾,1,10
20260513-batch-real-001,Q-SYSTEM-0127,B,B,在温差较高的环境拍摄摄像机电池使用时间短,0,20
20260513-batch-real-001,Q-SYSTEM-0127,C,C,在温度较低的环境拍摄摄像机电池使用时间长,0,30
20260513-batch-real-001,Q-SYSTEM-0128,A,A,①②③,1,10
20260513-batch-real-001,Q-SYSTEM-0128,B,B,②③,0,20
20260513-batch-real-001,Q-SYSTEM-0128,C,C,①③,0,30
20260513-batch-real-001,Q-SYSTEM-0129,A,A,出国,0,10
20260513-batch-real-001,Q-SYSTEM-0129,B,B,向交警队报告,0,20
20260513-batch-real-001,Q-SYSTEM-0129,C,C,向当地派出所报告,1,30
20260513-batch-real-001,Q-SYSTEM-0130,A,A,GPS 模式,0,10
20260513-batch-real-001,Q-SYSTEM-0130,B,B,返航点锁定,0,20
20260513-batch-real-001,Q-SYSTEM-0130,C,C,航向锁定,1,30
20260513-batch-real-001,Q-SYSTEM-0131,A,A,向左旋转,0,10
20260513-batch-real-001,Q-SYSTEM-0131,B,B,向右旋转,1,20
20260513-batch-real-001,Q-SYSTEM-0131,C,C,保持不动,0,30
20260513-batch-real-001,Q-SYSTEM-0132,A,A,Lipo,0,10
20260513-batch-real-001,Q-SYSTEM-0132,B,B,NiMH,1,20
20260513-batch-real-001,Q-SYSTEM-0132,C,C,LiFe,0,30
20260513-batch-real-001,Q-SYSTEM-0133,A,A,横轴的左边减速，右边加速,0,10
20260513-batch-real-001,Q-SYSTEM-0133,B,B,纵轴的左边减速，右边加速,1,20
20260513-batch-real-001,Q-SYSTEM-0133,C,C,横轴的左边加速，右边减速,0,30
20260513-batch-real-001,Q-SYSTEM-0134,A,A,碳纤维,0,10
20260513-batch-real-001,Q-SYSTEM-0134,B,B,玻璃纤维,0,20
20260513-batch-real-001,Q-SYSTEM-0134,C,C,工程塑料,1,30
20260513-batch-real-001,Q-SYSTEM-0135,A,A,襟翼,0,10
20260513-batch-real-001,Q-SYSTEM-0135,B,B,方向舵,0,20
20260513-batch-real-001,Q-SYSTEM-0135,C,C,副翼,1,30
20260513-batch-real-001,Q-SYSTEM-0136,A,A,二冲程汽油,1,10
20260513-batch-real-001,Q-SYSTEM-0136,B,B,四冲程汽油,0,20
20260513-batch-real-001,Q-SYSTEM-0136,C,C,四冲程柴油,0,30
20260513-batch-real-001,Q-SYSTEM-0137,A,A,Lipo,0,10
20260513-batch-real-001,Q-SYSTEM-0137,B,B,NiMh,0,20
20260513-batch-real-001,Q-SYSTEM-0137,C,C,NiCd,1,30
20260513-batch-real-001,Q-SYSTEM-0138,A,A,耗油率,0,10
20260513-batch-real-001,Q-SYSTEM-0138,B,B,重量轻,0,20
20260513-batch-real-001,Q-SYSTEM-0138,C,C,功率重量比高,1,30
20260513-batch-real-001,Q-SYSTEM-0139,A,A,GPS,1,10
20260513-batch-real-001,Q-SYSTEM-0139,B,B,空速管,0,20
20260513-batch-real-001,Q-SYSTEM-0139,C,C,惯导,0,30
20260513-batch-real-001,Q-SYSTEM-0140,A,A,进气系统,0,10
20260513-batch-real-001,Q-SYSTEM-0140,B,B,排气系统,0,20
20260513-batch-real-001,Q-SYSTEM-0140,C,C,点火系统,1,30
20260513-batch-real-001,Q-SYSTEM-0141,A,A,润滑油,0,10
20260513-batch-real-001,Q-SYSTEM-0141,B,B,汽油,0,20
20260513-batch-real-001,Q-SYSTEM-0141,C,C,汽油与润滑油的混合物,1,30
20260513-batch-real-001,Q-SYSTEM-0142,A,A,电动伺服执行机构,1,10
20260513-batch-real-001,Q-SYSTEM-0142,B,B,电液伺服执行机构,0,20
20260513-batch-real-001,Q-SYSTEM-0142,C,C,气动伺服执行机构,0,30
20260513-batch-real-001,Q-SYSTEM-0143,A,A,角速度,0,10
20260513-batch-real-001,Q-SYSTEM-0143,B,B,角加速度,0,20
20260513-batch-real-001,Q-SYSTEM-0143,C,C,高度.速度.位置,1,30
20260513-batch-real-001,Q-SYSTEM-0144,A,A,角速率传感器,0,10
20260513-batch-real-001,Q-SYSTEM-0144,B,B,加速度传感器,0,20
20260513-batch-real-001,Q-SYSTEM-0144,C,C,GPS 卫星导航接收机,1,30
20260513-batch-real-001,Q-SYSTEM-0145,A,A,飞行器状态及链路.载荷状态,1,10
20260513-batch-real-001,Q-SYSTEM-0145,B,B,飞行空域信息,0,20
20260513-batch-real-001,Q-SYSTEM-0145,C,C,无人机飞行员状态,0,30
20260513-batch-real-001,Q-SYSTEM-0146,A,A,变压供电,0,10
20260513-batch-real-001,Q-SYSTEM-0146,B,B,电机调速,0,20
20260513-batch-real-001,Q-SYSTEM-0146,C,C,实时电机反转,1,30
20260513-batch-real-001,Q-SYSTEM-0147,A,A,俯仰平衡,0,10
20260513-batch-real-001,Q-SYSTEM-0147,B,B,升力平衡,0,20
20260513-batch-real-001,Q-SYSTEM-0147,C,C,诱导阻力平衡,1,30
20260513-batch-real-001,Q-SYSTEM-0148,A,A,指令控制,1,10
20260513-batch-real-001,Q-SYSTEM-0148,B,B,陀螺控制,0,20
20260513-batch-real-001,Q-SYSTEM-0148,C,C,载荷控制,0,30
20260513-batch-real-001,Q-ATC-0001,A,A,民用航空局,0,10
20260513-batch-real-001,Q-ATC-0001,B,B,中央军事委员会,0,20
20260513-batch-real-001,Q-ATC-0001,C,C,国务院和中央军事委员会,1,30
20260513-batch-real-001,Q-ATC-0002,A,A,国务院,0,10
20260513-batch-real-001,Q-ATC-0002,B,B,民航局,0,20
20260513-batch-real-001,Q-ATC-0002,C,C,国务院﹑中央军委空中交通管制委员会,1,30
20260513-batch-real-001,Q-ATC-0003,A,A,与自己相向飞行,1,10
20260513-batch-real-001,Q-ATC-0003,B,B,与自己顺向飞行,0,20
20260513-batch-real-001,Q-ATC-0003,C,C,没有发生相撞的可能,0,30
20260513-batch-real-001,Q-ATC-0004,A,A,30 分钟,0,10
20260513-batch-real-001,Q-ATC-0004,B,B,一小时,1,20
20260513-batch-real-001,Q-ATC-0004,C,C,二小时,0,30
20260513-batch-real-001,Q-ATC-0005,A,A,当地的地方时,0,10
20260513-batch-real-001,Q-ATC-0005,B,B,北京时,0,20
20260513-batch-real-001,Q-ATC-0005,C,C,世界协调时,1,30
20260513-batch-real-001,Q-ATC-0006,A,A,在一个划定的管制空域内，可由两个空中交通管制单位负责空中交通管制,1,10
20260513-batch-real-001,Q-ATC-0006,B,B,通常情况下，民用航空器不得飞入禁区和限制区,0,20
20260513-batch-real-001,Q-ATC-0006,C,C,民用航空器未经批准不得飞出中华人民共和国领空,0,30
20260513-batch-real-001,Q-ATC-0007,A,A,必须经相关管制单位批准,0,10
20260513-batch-real-001,Q-ATC-0007,B,B,必须经中国人民解放军空军批准,1,20
20260513-batch-real-001,Q-ATC-0007,C,C,必须经由国务院，中央军委空中交通管制委员会批准,0,30
20260513-batch-real-001,Q-ATC-0008,A,A,可以自由飞行,0,10
20260513-batch-real-001,Q-ATC-0008,B,B,可以按 VF 自由飞行,0,20
20260513-batch-real-001,Q-ATC-0008,C,C,必须取得空中交通管制单位的许可,1,30
20260513-batch-real-001,Q-ATC-0009,A,A,管制员,1,10
20260513-batch-real-001,Q-ATC-0009,B,B,机务人员,0,20
20260513-batch-real-001,Q-ATC-0009,C,C,机长,0,30
20260513-batch-real-001,Q-ATC-0010,A,A,得到机长的允许,0,10
20260513-batch-real-001,Q-ATC-0010,B,B,取得机组的一致同意,0,20
20260513-batch-real-001,Q-ATC-0010,C,C,取得空中交通管制单位的许可,1,30
20260513-batch-real-001,Q-ATC-0011,A,A,按照该机场使用细则,0,10
20260513-batch-real-001,Q-ATC-0011,B,B,公布的进离场程序,0,20
20260513-batch-real-001,Q-ATC-0011,C,C,按照该机场使用细则或者进离场程序,1,30
20260513-batch-real-001,Q-ATC-0012,A,A,所需联系的 ATC 的名称,1,10
