batch_no,source_file,source_locator,category_code,question_code,question_type,stem,correct_answer,analysis,score,sort_no,source_ref,parse_status,review_reason,options_payload_json,answer_payload_json,raw_payload_json
20260513-batch-real-001,raw-bank/概述.docx,第24题,overview,Q-OVERVIEW-0024,single_choice,I 级别无人机指,A,"根据无人机分类的相关标准，
I级别无人机是指空机质量≤1.5kg且起飞全重≤1.5kg的无人机。选项A明确指出了这一标准.
而选项B和C的空机质量和起飞全重的限制与I级别无人机的定义不符。",1,24,raw-bank/概述.docx#第24题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""空机质量≤1.5kg，起飞全重≤1.5kg""}, {""optionCode"": ""B"", ""optionContent"": ""空机质量≤0.5kg，起飞全重≤1.5kg""}, {""optionCode"": ""C"", ""optionContent"": ""空机质量≤1kg，起飞全重≤2.5kgl>""}]","{""correctAnswer"": ""A""}","{""sourceLines"": [""24.I 级别无人机指"", ""A.空机质量≤1.5kg，起飞全重≤1.5kg"", ""B.空机质量≤0.5kg，起飞全重≤1.5kg"", ""C.空机质量≤1kg，起飞全重≤2.5kgl>"", ""参考答案：A"", ""解析：根据无人机分类的相关标准，"", ""I级别无人机是指空机质量≤1.5kg且起飞全重≤1.5kg的无人机。选项A明确指出了这一标准."", ""而选项B和C的空机质量和起飞全重的限制与I级别无人机的定义不符。""], ""sourceFile"": ""概述.docx""}"
20260513-batch-real-001,raw-bank/概述.docx,第25题,overview,Q-OVERVIEW-0025,single_choice,何种无人机必须安装使用电子围栏[1分] A..II、 III、 IV、V、VI、 VII 类无人机 B.III、 IV、VI、 VII 类无人机,C,"选项A包含了II、III、IV、V、VI、VII类无人机，选项B包含了III、IV、VI、VII类无人机，而选项C则进一步包括了重点地区和机场净空区以下运行的II、V类无人机。
通常， II、III、IV、V、VI、VII类无人机或其中的某些类型由于其飞行高度、速度或对安全的潜在威胁，会被要求安装电子围栏。选项C更为全面，涵盖了重点地区和机场净空区以下的特定运行区域，这符合更严格的无人机管理规定。
因此，虽然哪个选项是完全正确的可能需要参考具体的法规或通知，但选项C看起来更为全面和符合实际情况。",1,25,raw-bank/概述.docx#第25题,parsed,,"[{""optionCode"": ""C"", ""optionContent"": ""III、 IV、VI、 VII 类无人机及重点地区和机场净空区以下运行的 II、V 类无人机""}]","{""correctAnswer"": ""C""}","{""sourceLines"": [""25.何种无人机必须安装使用电子围栏[1分] A..II、 III、 IV、V、VI、 VII 类无人机 B.III、 IV、VI、 VII 类无人机"", ""C.III、 IV、VI、 VII 类无人机及重点地区和机场净空区以下运行的 II、V 类无人机"", ""参考答案：C"", ""解析：选项A包含了II、III、IV、V、VI、VII类无人机，选项B包含了III、IV、VI、VII类无人机，而选项C则进一步包括了重点地区和机场净空区以下运行的II、V类无人机。"", ""通常， II、III、IV、V、VI、VII类无人机或其中的某些类型由于其飞行高度、速度或对安全的潜在威胁，会被要求安装电子围栏。选项C更为全面，涵盖了重点地区和机场净空区以下的特定运行区域，这符合更严格的无人机管理规定。"", ""因此，虽然哪个选项是完全正确的可能需要参考具体的法规或通知，但选项C看起来更为全面和符合实际情况。""], ""sourceFile"": ""概述.docx""}"
20260513-batch-real-001,raw-bank/概述.docx,第26题,overview,Q-OVERVIEW-0026,single_choice,II 级别无人机指,C,"根据无人机分类国家标准：
II级别无人机定义为：空机质量：1.5公斤 < 空机质量 ≤ 4kg起飞全重：1.5公斤 < 起飞全重 ≤ 7kg对比选项：
A项：空机质量下限错误(应为1.5kg)，起飞全重下限错误(应为1.5kg)
B项：空机质量上限错误(应为4kg)，起飞全重上限错误(应为7kg)
C项：完全符合标准定义",1,26,raw-bank/概述.docx#第26题,needs_manual_review,answer does not map to parsed options,"[{""optionCode"": ""A"", ""optionContent"": ""1 公斤＜空机质量≤4kg，2 公斤＜起飞全重≤7kg""}, {""optionCode"": ""B"", ""optionContent"": ""1.5 公斤＜空机质量≤7kg，1.5 公斤＜起飞全重≤15kg C.1.5 公斤＜空机质量≤4kg，1.5 公斤＜起飞全重≤7kg""}]","{""correctAnswer"": ""C""}","{""sourceLines"": [""26.II 级别无人机指"", ""A.1 公斤＜空机质量≤4kg，2 公斤＜起飞全重≤7kg"", ""B.1.5 公斤＜空机质量≤7kg，1.5 公斤＜起飞全重≤15kg C.1.5 公斤＜空机质量≤4kg，1.5 公斤＜起飞全重≤7kg"", ""参考答案：C"", ""解析：根据无人机分类国家标准："", ""II级别无人机定义为：空机质量：1.5公斤 < 空机质量 ≤ 4kg起飞全重：1.5公斤 < 起飞全重 ≤ 7kg对比选项："", ""A项：空机质量下限错误(应为1.5kg)，起飞全重下限错误(应为1.5kg)"", ""B项：空机质量上限错误(应为4kg)，起飞全重上限错误(应为7kg)"", ""C项：完全符合标准定义""], ""sourceFile"": ""概述.docx""}"
20260513-batch-real-001,raw-bank/概述.docx,第27题,overview,Q-OVERVIEW-0027,single_choice,以下不属于航空器的是,C,"1、飞艇：依靠浮力（轻于空气）和推进装置在大气中飞行，属于航空器。
2、直升机：通过旋翼产生升力在大气中飞行，属于航空器。
3、卫星：在太空轨道运行，依靠地球引力平衡，不依赖大气飞行，不属于航空器。",1,27,raw-bank/概述.docx#第27题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""飞艇""}, {""optionCode"": ""B"", ""optionContent"": ""直升机""}, {""optionCode"": ""C"", ""optionContent"": ""卫星""}]","{""correctAnswer"": ""C""}","{""sourceLines"": [""27.以下不属于航空器的是"", ""A.飞艇"", ""B.直升机"", ""C.卫星"", ""参考答案：C"", ""解析：1、飞艇：依靠浮力（轻于空气）和推进装置在大气中飞行，属于航空器。"", ""2、直升机：通过旋翼产生升力在大气中飞行，属于航空器。"", ""3、卫星：在太空轨道运行，依靠地球引力平衡，不依赖大气飞行，不属于航空器。""], ""sourceFile"": ""概述.docx""}"
20260513-batch-real-001,raw-bank/概述.docx,第28题,overview,Q-OVERVIEW-0028,single_choice,将机场从北京搬到拉萨，对哪种飞机影响最大？,A,"1、油动固定翼：依赖空气与燃料混合燃烧产生动力，高海拔空气稀薄会导致燃烧效率大幅下降，动力严重不足，影响最大。
2、电动固定翼：依赖电池供电，不受空气密度直接影响，但螺旋桨效率会降低，影响较小。
3、电动多旋翼：同样依赖电池，但多旋翼设计对气流变化更敏感，效率会有所下降，但影响小于油动飞机。",1,28,raw-bank/概述.docx#第28题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""油动固定翼""}, {""optionCode"": ""B"", ""optionContent"": ""电动固定翼""}, {""optionCode"": ""C"", ""optionContent"": ""电动多旋翼""}]","{""correctAnswer"": ""A""}","{""sourceLines"": [""28.将机场从北京搬到拉萨，对哪种飞机影响最大？"", ""A.油动固定翼"", ""B.电动固定翼"", ""C.电动多旋翼"", ""参考答案：A"", ""解析：1、油动固定翼：依赖空气与燃料混合燃烧产生动力，高海拔空气稀薄会导致燃烧效率大幅下降，动力严重不足，影响最大。"", ""2、电动固定翼：依赖电池供电，不受空气密度直接影响，但螺旋桨效率会降低，影响较小。"", ""3、电动多旋翼：同样依赖电池，但多旋翼设计对气流变化更敏感，效率会有所下降，但影响小于油动飞机。""], ""sourceFile"": ""概述.docx""}"
20260513-batch-real-001,raw-bank/概述.docx,第29题,overview,Q-OVERVIEW-0029,single_choice,民用无人机上的舵机一般输出行程是多少？,A,"1.舵机输出行程指其可旋转的角度范围
2.民用无人机舵机通常需要较大的控制角度
3.正负120度是常见标准值，能满足大多数飞行控制需求
4.正负20度范围过小，无法满足无人机控制要求",1,29,raw-bank/概述.docx#第29题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""正负 120 度""}, {""optionCode"": ""B"", ""optionContent"": ""正负 20 度""}]","{""correctAnswer"": ""A""}","{""sourceLines"": [""29.民用无人机上的舵机一般输出行程是多少？"", ""A.正负 120 度"", ""B.正负 20 度"", ""参考答案：A"", ""解析：1.舵机输出行程指其可旋转的角度范围"", ""2.民用无人机舵机通常需要较大的控制角度"", ""3.正负120度是常见标准值，能满足大多数飞行控制需求"", ""4.正负20度范围过小，无法满足无人机控制要求""], ""sourceFile"": ""概述.docx""}"
20260513-batch-real-001,raw-bank/概述.docx,第30题,overview,Q-OVERVIEW-0030,single_choice,遥控器信号发射频率约为,C,"遥控器通常使用2.4GHz频段进行信号传输，该频段范围约为2400MHz-2483.5MHz。选项中：
A、 891M~899M属于800MHz频段
B、1400M~1408M属于1.4GHz频段
C、 2408M~2440M属于2.4GHz频段",1,30,raw-bank/概述.docx#第30题,needs_manual_review,answer does not map to parsed options,"[{""optionCode"": ""A"", ""optionContent"": ""891M~899M""}, {""optionCode"": ""B"", ""optionContent"": ""1400M~1408M C.2408M~2440M""}]","{""correctAnswer"": ""C""}","{""sourceLines"": [""30.遥控器信号发射频率约为"", ""A.891M~899M"", ""B.1400M~1408M C.2408M~2440M"", ""参考答案：C"", ""解析：遥控器通常使用2.4GHz频段进行信号传输，该频段范围约为2400MHz-2483.5MHz。选项中："", ""A、 891M~899M属于800MHz频段"", ""B、1400M~1408M属于1.4GHz频段"", ""C、 2408M~2440M属于2.4GHz频段""], ""sourceFile"": ""概述.docx""}"
20260513-batch-real-001,raw-bank/概述.docx,第31题,overview,Q-OVERVIEW-0031,single_choice,大疆多轴无人机，以下哪种在飞行中可以变形,B,"A：精灵（Phantom）精灵系列定位为消费级无人机，设计为固定机臂结构，无法在飞行中变形。排除。B：悟（Inspire）“悟”系列（如Inspire 1/2）支持飞行中折叠机臂或调整云台，便于运输和快速部署。符合题目要求。
C：S800为专业级六轴飞行平台，机臂固定不可变形，主要用于搭载专业设备。排除。",1,31,raw-bank/概述.docx#第31题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""精灵""}, {""optionCode"": ""B"", ""optionContent"": ""悟""}, {""optionCode"": ""C"", ""optionContent"": ""S800""}]","{""correctAnswer"": ""B""}","{""sourceLines"": [""31.大疆多轴无人机，以下哪种在飞行中可以变形"", ""A.精灵"", ""B.悟"", ""C.S800"", ""参考答案：B"", ""解析：A：精灵（Phantom）精灵系列定位为消费级无人机，设计为固定机臂结构，无法在飞行中变形。排除。B：悟（Inspire）“悟”系列（如Inspire 1/2）支持飞行中折叠机臂或调整云台，便于运输和快速部署。符合题目要求。"", ""C：S800为专业级六轴飞行平台，机臂固定不可变形，主要用于搭载专业设备。排除。""], ""sourceFile"": ""概述.docx""}"
20260513-batch-real-001,raw-bank/概述.docx,第32题,overview,Q-OVERVIEW-0032,single_choice,世界第一架无人机产生的年代为,B,世界第一架无人机产生于20世纪20年代。因此，正确答案是B。,1,32,raw-bank/概述.docx#第32题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""19 世纪 80 年代""}, {""optionCode"": ""B"", ""optionContent"": ""20 世纪 20 年代""}, {""optionCode"": ""C"", ""optionContent"": ""20 世纪 40 年代""}]","{""correctAnswer"": ""B""}","{""sourceLines"": [""32.世界第一架无人机产生的年代为"", ""A.19 世纪 80 年代"", ""B.20 世纪 20 年代"", ""C.20 世纪 40 年代"", ""参考答案：B"", ""解析：世界第一架无人机产生于20世纪20年代。因此，正确答案是B。""], ""sourceFile"": ""概述.docx""}"
20260513-batch-real-001,raw-bank/概述.docx,第33题,overview,Q-OVERVIEW-0033,single_choice,_____频段可用于无人机系统下行链路，该无线电台工作时不得对其他合法无线电业务造成影响，也不能寻求无线 电干扰保护[1分] A.840.5-845MHz B.1430-1446MHz,C,根据国际电信联盟（ITU）和各国无线电管理规定，无人机系统下行链路通常使用2.4GHz频段，即2408-2440MHz。此频段是ISM（工业、科学和医疗）频段的一部分，广泛用于无线通信设备，包括无人机。其他选项如840.5-845MHz和1430-1446MHz通常用于其他特定通信服务，不适用于无人机下行链路。,1,33,raw-bank/概述.docx#第33题,parsed,,"[{""optionCode"": ""C"", ""optionContent"": ""2408-2440MHz.""}]","{""correctAnswer"": ""C""}","{""sourceLines"": [""33._____频段可用于无人机系统下行链路，该无线电台工作时不得对其他合法无线电业务造成影响，也不能寻求无线"", ""电干扰保护[1分] A.840.5-845MHz B.1430-1446MHz"", ""C. 2408-2440MHz."", ""参考答案：C"", ""解析：根据国际电信联盟（ITU）和各国无线电管理规定，无人机系统下行链路通常使用2.4GHz频段，即2408-2440MHz。此频段是ISM（工业、科学和医疗）频段的一部分，广泛用于无线通信设备，包括无人机。其他选项如840.5-845MHz和1430-1446MHz通常用于其他特定通信服务，不适用于无人机下行链路。""], ""sourceFile"": ""概述.docx""}"
20260513-batch-real-001,raw-bank/概述.docx,第34题,overview,Q-OVERVIEW-0034,single_choice,常规的电子调速器上，中等粗细的几根线是用来连接______的[1分],B,"电子调速器的线缆通常分为几类：
细线：用于连接自驾仪或遥控接收机，传输控制信号。
中等粗细的线：用于连接电机，传输较大的电流以驱动电机。
粗线：用于连接电池，传输更大的电流以供电。因此，中等粗细的线是用来连接电机的。",1,34,raw-bank/概述.docx#第34题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""自驾仪或遥控接收机""}, {""optionCode"": ""B"", ""optionContent"": ""电机""}, {""optionCode"": ""C"", ""optionContent"": ""电池""}]","{""correctAnswer"": ""B""}","{""sourceLines"": [""34.常规的电子调速器上，中等粗细的几根线是用来连接______的[1分]"", ""A.自驾仪或遥控接收机"", ""B.电机"", ""C.电池"", ""参考答案：B"", ""解析：电子调速器的线缆通常分为几类："", ""细线：用于连接自驾仪或遥控接收机，传输控制信号。"", ""中等粗细的线：用于连接电机，传输较大的电流以驱动电机。"", ""粗线：用于连接电池，传输更大的电流以供电。因此，中等粗细的线是用来连接电机的。""], ""sourceFile"": ""概述.docx""}"
